Landkreis,Crop,Variety,A_ha,P_per_A,P_t,Year
Oberspreewald-Lausitz,"Futterpflanzen, Dauergruenland, Gruenernte","Klee, Kleegras und Klee-Luzerne-Gemisch",,,,2020
Oberspreewald-Lausitz,"Futterpflanzen, Dauergruenland, Gruenernte",Leguminosen,2267,5.62,12732,2020
Oberspreewald-Lausitz,"Futterpflanzen, Dauergruenland, Gruenernte","Luzerne, Luzernegras",,,,2020
Oberspreewald-Lausitz,"Futterpflanzen, Dauergruenland, Gruenernte",Silomais,6867,22.28,152986,2020
Oberspreewald-Lausitz,"Futterpflanzen, Dauergruenland, Gruenernte",Weiden,4037,4.93,19915,2020
Oberspreewald-Lausitz,"Futterpflanzen, Dauergruenland, Gruenernte",Wiesen,3750,3.58,13418,2020
Oberspreewald-Lausitz,"Futterpflanzen, Dauergruenland, Gruenernte",Wiesen und Maehweiden zusammen,,,,2020
Oberspreewald-Lausitz,Getreide,Brotgetreide zusammen,,,,2020
Oberspreewald-Lausitz,Getreide,Futter- und Industriegetreide,,,,2020
Oberspreewald-Lausitz,Getreide,Gerste zusammen,2364,4,9466,2020
Oberspreewald-Lausitz,Getreide,Getreide insgesamt,12774,4.02,51380,2020
Oberspreewald-Lausitz,Getreide,Getreide zur Ganzpflanzenernte,,,,2020
Oberspreewald-Lausitz,Getreide,Getreide zusammen (ohne Koernermais und Corn-Cob-Mix),12324,3.92,48294,2020
Oberspreewald-Lausitz,Getreide,Hafer,683,2.17276720351391,1484,2020
Oberspreewald-Lausitz,Getreide,Koernermais (einschl. Corn-Cob-Mix),450,6.86,3086,2020
Oberspreewald-Lausitz,Getreide,Roggen,,,,2020
Oberspreewald-Lausitz,Getreide,Roggen und Wintermenggetreide,5938,3.99,23693,2020
Oberspreewald-Lausitz,Getreide,Sommergerste,460,2.17826086956522,1002,2020
Oberspreewald-Lausitz,Getreide,Triticale,1286,4,5147,2020
Oberspreewald-Lausitz,Getreide,Weizen zusammen,,,,2020
Oberspreewald-Lausitz,Getreide,Wintergerste,1904,4.45,8464,2020
Oberspreewald-Lausitz,Getreide,Winterweizen einschl. Dinkel,1938,4.28,8293,2020
Oberspreewald-Lausitz,Hackfruechte,Kartoffeln zusammen,415,25.99,10797,2020
Oberspreewald-Lausitz,Hackfruechte,mittelfruehe und spaete Kartoffeln,,,,2020
Oberspreewald-Lausitz,Hackfruechte,Zuckerrueben,,,,2020
Oberspreewald-Lausitz,Huelsenfruechte,Erbsen,387,1.77260981912145,686,2020
Oberspreewald-Lausitz,Huelsenfruechte,Lupinen,275,0.476363636363636,131,2020
Oberspreewald-Lausitz,Oelfruechte,Raps und Ruebsen zusammen,,,,2020
Oberspreewald-Lausitz,Oelfruechte,Sonnenblumen,396,1.66919191919192,661,2020
Oberspreewald-Lausitz,Oelfruechte,Winterraps,655,2.53282442748092,1659,2020
Oder-Spree,"Futterpflanzen, Dauergruenland, Gruenernte",Feldgras/Grasanbau,3254,6.92,22512,2020
Oder-Spree,"Futterpflanzen, Dauergruenland, Gruenernte","Klee, Kleegras und Klee-Luzerne-Gemisch",,,,2020
Oder-Spree,"Futterpflanzen, Dauergruenland, Gruenernte",Leguminosen,3040,7.28,22135,2020
Oder-Spree,"Futterpflanzen, Dauergruenland, Gruenernte","Luzerne, Luzernegras",,,,2020
Oder-Spree,"Futterpflanzen, Dauergruenland, Gruenernte",Silomais,15451,29.24,451796,2020
Oder-Spree,"Futterpflanzen, Dauergruenland, Gruenernte",Weiden,6665,5.26,35048,2020
Oder-Spree,"Futterpflanzen, Dauergruenland, Gruenernte",Wiesen,6772,5.85,39583,2020
Oder-Spree,"Futterpflanzen, Dauergruenland, Gruenernte",Wiesen und Maehweiden zusammen,,,,2020
Oder-Spree,Getreide,Brotgetreide zusammen,,,,2020
Oder-Spree,Getreide,Futter- und Industriegetreide,,,,2020
Oder-Spree,Getreide,Gerste zusammen,4354,,,2020
Oder-Spree,Getreide,Getreide insgesamt,28380,4.98,141271,2020
Oder-Spree,Getreide,Getreide zur Ganzpflanzenernte,,,,2020
Oder-Spree,Getreide,Getreide zusammen (ohne Koernermais und Corn-Cob-Mix),27850,5.02,139917,2020
Oder-Spree,Getreide,Hafer,1383,2.20679681851048,3052,2020
Oder-Spree,Getreide,Koernermais (einschl. Corn-Cob-Mix),530,2.55471698113208,1354,2020
Oder-Spree,Getreide,Roggen,,,,2020
Oder-Spree,Getreide,Roggen und Wintermenggetreide,14546,4.26,61898,2020
Oder-Spree,Getreide,Sommergerste,115,,,2020
Oder-Spree,Getreide,Triticale,1775,4.46,7910,2020
Oder-Spree,Getreide,Weizen zusammen,,,,2020
Oder-Spree,Getreide,Wintergerste,4239,6.41,27167,2020
Oder-Spree,Getreide,Winterweizen einschl. Dinkel,5704,6.89,39302,2020
Oder-Spree,Hackfruechte,Kartoffeln zusammen,166,,,2020
Oder-Spree,Hackfruechte,mittelfruehe und spaete Kartoffeln,,,,2020
Oder-Spree,Hackfruechte,Zuckerrueben,,,,2020
Oder-Spree,Huelsenfruechte,Erbsen,312,,,2020
Oder-Spree,Huelsenfruechte,Lupinen,1260,0.826190476190476,1041,2020
Oder-Spree,Oelfruechte,Raps und Ruebsen zusammen,,,,2020
Oder-Spree,Oelfruechte,Sonnenblumen,1060,1.37358490566038,1456,2020
Oder-Spree,Oelfruechte,Winterraps,4266,2.82208157524613,12039,2020
Ostprignitz-Ruppin,"Futterpflanzen, Dauergruenland, Gruenernte",Feldgras/Grasanbau,2392,4.08,9770,2020
Ostprignitz-Ruppin,"Futterpflanzen, Dauergruenland, Gruenernte","Klee, Kleegras und Klee-Luzerne-Gemisch",,,,2020
Ostprignitz-Ruppin,"Futterpflanzen, Dauergruenland, Gruenernte",Leguminosen,1880,5.37,10100,2020
Ostprignitz-Ruppin,"Futterpflanzen, Dauergruenland, Gruenernte","Luzerne, Luzernegras",,,,2020
Ostprignitz-Ruppin,"Futterpflanzen, Dauergruenland, Gruenernte",Silomais,20558,29.38,604007,2020
Ostprignitz-Ruppin,"Futterpflanzen, Dauergruenland, Gruenernte",Weiden,29239,4.42,129265,2020
Ostprignitz-Ruppin,"Futterpflanzen, Dauergruenland, Gruenernte",Wiesen,4607,3.56,16409,2020
Ostprignitz-Ruppin,"Futterpflanzen, Dauergruenland, Gruenernte",Wiesen und Maehweiden zusammen,,,,2020
Ostprignitz-Ruppin,Getreide,Brotgetreide zusammen,,,,2020
Ostprignitz-Ruppin,Getreide,Futter- und Industriegetreide,,,,2020
Ostprignitz-Ruppin,Getreide,Gerste zusammen,8590,4.94,42439,2020
Ostprignitz-Ruppin,Getreide,Getreide insgesamt,42523,5.18,220072,2020
Ostprignitz-Ruppin,Getreide,Getreide zur Ganzpflanzenernte,,,,2020
Ostprignitz-Ruppin,Getreide,Getreide zusammen (ohne Koernermais und Corn-Cob-Mix),39772,5.14,204517,2020
Ostprignitz-Ruppin,Getreide,Hafer,2270,,,2020
Ostprignitz-Ruppin,Getreide,Koernermais (einschl. Corn-Cob-Mix),2751,5.65,15555,2020
Ostprignitz-Ruppin,Getreide,Roggen,,,,2020
Ostprignitz-Ruppin,Getreide,Roggen und Wintermenggetreide,15703,5.07,79557,2020
Ostprignitz-Ruppin,Getreide,Sommergerste,840,2.97261904761905,2497,2020
Ostprignitz-Ruppin,Getreide,Triticale,3304,4.66,15393,2020
Ostprignitz-Ruppin,Getreide,Weizen zusammen,,,,2020
Ostprignitz-Ruppin,Getreide,Wintergerste,7751,5.15,39942,2020
Ostprignitz-Ruppin,Getreide,Winterweizen einschl. Dinkel,9517,6.13,58386,2020
Ostprignitz-Ruppin,Hackfruechte,Kartoffeln zusammen,2686,33.57,90149,2020
Ostprignitz-Ruppin,Hackfruechte,mittelfruehe und spaete Kartoffeln,,,,2020
Ostprignitz-Ruppin,Hackfruechte,Zuckerrueben,243,,,2020
Ostprignitz-Ruppin,Huelsenfruechte,Erbsen,833,2.86194477791116,2384,2020
Ostprignitz-Ruppin,Huelsenfruechte,Lupinen,993,1.13192346424975,1124,2020
Ostprignitz-Ruppin,Oelfruechte,Raps und Ruebsen zusammen,,,,2020
Ostprignitz-Ruppin,Oelfruechte,Sonnenblumen,359,,,2020
Ostprignitz-Ruppin,Oelfruechte,Winterraps,7242,2.97707815520574,21560,2020
Potsdam-Mittelmark,"Futterpflanzen, Dauergruenland, Gruenernte",Feldgras/Grasanbau,3027,4.64,14052,2020
Potsdam-Mittelmark,"Futterpflanzen, Dauergruenland, Gruenernte","Klee, Kleegras und Klee-Luzerne-Gemisch",,,,2020
Potsdam-Mittelmark,"Futterpflanzen, Dauergruenland, Gruenernte",Leguminosen,2356,5.1,12018,2020
Potsdam-Mittelmark,"Futterpflanzen, Dauergruenland, Gruenernte","Luzerne, Luzernegras",,,,2020
Potsdam-Mittelmark,"Futterpflanzen, Dauergruenland, Gruenernte",Silomais,17047,26.26,447595,2020
Potsdam-Mittelmark,"Futterpflanzen, Dauergruenland, Gruenernte",Weiden,21044,5.56,116925,2020
Potsdam-Mittelmark,"Futterpflanzen, Dauergruenland, Gruenernte",Wiesen,6920,5.11,35362,2020
Potsdam-Mittelmark,"Futterpflanzen, Dauergruenland, Gruenernte",Wiesen und Maehweiden zusammen,,,,2020
Potsdam-Mittelmark,Getreide,Brotgetreide zusammen,,,,2020
Potsdam-Mittelmark,Getreide,Futter- und Industriegetreide,,,,2020
Potsdam-Mittelmark,Getreide,Gerste zusammen,5614,4.68,26297,2020
Potsdam-Mittelmark,Getreide,Getreide insgesamt,36163,4.87,176294,2020
Potsdam-Mittelmark,Getreide,Getreide zur Ganzpflanzenernte,,,,2020
Potsdam-Mittelmark,Getreide,Getreide zusammen (ohne Koernermais und Corn-Cob-Mix),34099,4.73,161273,2020
Potsdam-Mittelmark,Getreide,Hafer,1209,2.55583126550869,3090,2020
Potsdam-Mittelmark,Getreide,Koernermais (einschl. Corn-Cob-Mix),2064,7.28,15021,2020
Potsdam-Mittelmark,Getreide,Roggen,,,,2020
Potsdam-Mittelmark,Getreide,Roggen und Wintermenggetreide,17538,4.47,78436,2020
Potsdam-Mittelmark,Getreide,Sommergerste,267,2.40449438202247,642,2020
Potsdam-Mittelmark,Getreide,Triticale,2965,4.07,12061,2020
Potsdam-Mittelmark,Getreide,Weizen zusammen,,,,2020
Potsdam-Mittelmark,Getreide,Wintergerste,5348,4.8,25655,2020
Potsdam-Mittelmark,Getreide,Winterweizen einschl. Dinkel,6585,6.23,41022,2020
Potsdam-Mittelmark,Hackfruechte,Kartoffeln zusammen,487,25.84,12583,2020
Potsdam-Mittelmark,Hackfruechte,mittelfruehe und spaete Kartoffeln,,,,2020
Potsdam-Mittelmark,Hackfruechte,Zuckerrueben,275,,,2020
Potsdam-Mittelmark,Huelsenfruechte,Erbsen,499,2,996,2020
Potsdam-Mittelmark,Huelsenfruechte,Lupinen,700,0.55,385,2020
Potsdam-Mittelmark,Oelfruechte,Raps und Ruebsen zusammen,,,,2020
Potsdam-Mittelmark,Oelfruechte,Sonnenblumen,950,1.94421052631579,1847,2020
Potsdam-Mittelmark,Oelfruechte,Winterraps,3858,3.15111456713323,12157,2020
Potsdam (KfS),"Futterpflanzen, Dauergruenland, Gruenernte",Feldgras/Grasanbau,81,,,2020
Potsdam (KfS),"Futterpflanzen, Dauergruenland, Gruenernte","Klee, Kleegras und Klee-Luzerne-Gemisch",,,,2020
Potsdam (KfS),"Futterpflanzen, Dauergruenland, Gruenernte",Leguminosen,93,,,2020
Potsdam (KfS),"Futterpflanzen, Dauergruenland, Gruenernte","Luzerne, Luzernegras",,,,2020
Potsdam (KfS),"Futterpflanzen, Dauergruenland, Gruenernte",Silomais,449,,,2020
Potsdam (KfS),"Futterpflanzen, Dauergruenland, Gruenernte",Weiden,1628,,,2020
Potsdam (KfS),"Futterpflanzen, Dauergruenland, Gruenernte",Wiesen,146,,,2020
Potsdam (KfS),"Futterpflanzen, Dauergruenland, Gruenernte",Wiesen und Maehweiden zusammen,,,,2020
Potsdam (KfS),Getreide,Brotgetreide zusammen,,,,2020
Potsdam (KfS),Getreide,Futter- und Industriegetreide,,,,2020
Potsdam (KfS),Getreide,Gerste zusammen,366,,,2020
Potsdam (KfS),Getreide,Getreide insgesamt,1607,,,2020
Potsdam (KfS),Getreide,Getreide zur Ganzpflanzenernte,,,,2020
Potsdam (KfS),Getreide,Getreide zusammen (ohne Koernermais und Corn-Cob-Mix),1383,,,2020
Potsdam (KfS),Getreide,Hafer,36,,,2020
Potsdam (KfS),Getreide,Koernermais (einschl. Corn-Cob-Mix),225,,,2020
Potsdam (KfS),Getreide,Roggen,,,,2020
Potsdam (KfS),Getreide,Roggen und Wintermenggetreide,655,,,2020
Potsdam (KfS),Getreide,Sommergerste,9,,,2020
Potsdam (KfS),Getreide,Triticale,,,,2020
Potsdam (KfS),Getreide,Weizen zusammen,,,,2020
Potsdam (KfS),Getreide,Wintergerste,357,,,2020
Potsdam (KfS),Getreide,Winterweizen einschl. Dinkel,325,,,2020
Potsdam (KfS),Hackfruechte,Kartoffeln zusammen,2,,,2020
Potsdam (KfS),Hackfruechte,mittelfruehe und spaete Kartoffeln,,,,2020
Potsdam (KfS),Hackfruechte,Zuckerrueben,,,,2020
Potsdam (KfS),Huelsenfruechte,Erbsen,,,,2020
Potsdam (KfS),Huelsenfruechte,Lupinen,10,,,2020
Potsdam (KfS),Oelfruechte,Raps und Ruebsen zusammen,,,,2020
Potsdam (KfS),Oelfruechte,Sonnenblumen,,,,2020
Potsdam (KfS),Oelfruechte,Winterraps,345,,,2020
Prignitz,"Futterpflanzen, Dauergruenland, Gruenernte",Feldgras/Grasanbau,1916,4.98,9532,2020
Prignitz,"Futterpflanzen, Dauergruenland, Gruenernte","Klee, Kleegras und Klee-Luzerne-Gemisch",,,,2020
Prignitz,"Futterpflanzen, Dauergruenland, Gruenernte",Leguminosen,1081,,,2020
Prignitz,"Futterpflanzen, Dauergruenland, Gruenernte","Luzerne, Luzernegras",,,,2020
Prignitz,"Futterpflanzen, Dauergruenland, Gruenernte",Silomais,29644,32.9,975256,2020
Prignitz,"Futterpflanzen, Dauergruenland, Gruenernte",Weiden,30659,4.52,138435,2020
Prignitz,"Futterpflanzen, Dauergruenland, Gruenernte",Wiesen,3109,4.84,15031,2020
Prignitz,"Futterpflanzen, Dauergruenland, Gruenernte",Wiesen und Maehweiden zusammen,,,,2020
Prignitz,Getreide,Brotgetreide zusammen,,,,2020
Prignitz,Getreide,Futter- und Industriegetreide,,,,2020
Prignitz,Getreide,Gerste zusammen,11233,,,2020
Prignitz,Getreide,Getreide insgesamt,48127,6.33,304616,2020
Prignitz,Getreide,Getreide zur Ganzpflanzenernte,,,,2020
Prignitz,Getreide,Getreide zusammen (ohne Koernermais und Corn-Cob-Mix),46695,6.29,293700,2020
Prignitz,Getreide,Hafer,709,,,2020
Prignitz,Getreide,Koernermais (einschl. Corn-Cob-Mix),1432,7.62,10916,2020
Prignitz,Getreide,Roggen,,,,2020
Prignitz,Getreide,Roggen und Wintermenggetreide,16880,5.95,100463,2020
Prignitz,Getreide,Sommergerste,272,,,2020
Prignitz,Getreide,Triticale,2398,5.47,13118,2020
Prignitz,Getreide,Weizen zusammen,,,,2020
Prignitz,Getreide,Wintergerste,10962,6.42,70325,2020
Prignitz,Getreide,Winterweizen einschl. Dinkel,15395,6.88,105971,2020
Prignitz,Hackfruechte,Kartoffeln zusammen,2136,38.31,81833,2020
Prignitz,Hackfruechte,mittelfruehe und spaete Kartoffeln,,,,2020
Prignitz,Hackfruechte,Zuckerrueben,1094,74.04,81001,2020
Prignitz,Huelsenfruechte,Erbsen,755,3.00794701986755,2271,2020
Prignitz,Huelsenfruechte,Lupinen,159,,,2020
Prignitz,Oelfruechte,Raps und Ruebsen zusammen,,,,2020
Prignitz,Oelfruechte,Sonnenblumen,,,,2020
Prignitz,Oelfruechte,Winterraps,9431,3.43,32354,2020
Spree-Neiße,"Futterpflanzen, Dauergruenland, Gruenernte",Feldgras/Grasanbau,2649,5.56,14739,2020
Spree-Neiße,"Futterpflanzen, Dauergruenland, Gruenernte","Klee, Kleegras und Klee-Luzerne-Gemisch",,,,2020
Spree-Neiße,"Futterpflanzen, Dauergruenland, Gruenernte",Leguminosen,3879,5.42,21035,2020
Spree-Neiße,"Futterpflanzen, Dauergruenland, Gruenernte","Luzerne, Luzernegras",,,,2020
Spree-Neiße,"Futterpflanzen, Dauergruenland, Gruenernte",Silomais,8420,25.46,214376,2020
Spree-Neiße,"Futterpflanzen, Dauergruenland, Gruenernte",Weiden,6714,3.39,22794,2020
Spree-Neiße,"Futterpflanzen, Dauergruenland, Gruenernte",Wiesen,5293,5.3,28033,2020
Spree-Neiße,"Futterpflanzen, Dauergruenland, Gruenernte",Wiesen und Maehweiden zusammen,,,,2020
Spree-Neiße,Getreide,Brotgetreide zusammen,,,,2020
Spree-Neiße,Getreide,Futter- und Industriegetreide,,,,2020
Spree-Neiße,Getreide,Gerste zusammen,3428,4.2,14409,2020
Spree-Neiße,Getreide,Getreide insgesamt,16340,3.67,59988,2020
Spree-Neiße,Getreide,Getreide zur Ganzpflanzenernte,,,,2020
Spree-Neiße,Getreide,Getreide zusammen (ohne Koernermais und Corn-Cob-Mix),16045,,,2020
Spree-Neiße,Getreide,Hafer,936,1.38354700854701,1295,2020
Spree-Neiße,Getreide,Koernermais (einschl. Corn-Cob-Mix),295,,,2020
Spree-Neiße,Getreide,Roggen,,,,2020
Spree-Neiße,Getreide,Roggen und Wintermenggetreide,6851,3.28,22491,2020
Spree-Neiße,Getreide,Sommergerste,248,2.11693548387097,525,2020
Spree-Neiße,Getreide,Triticale,1001,3.42,3422,2020
Spree-Neiße,Getreide,Weizen zusammen,,,,2020
Spree-Neiße,Getreide,Wintergerste,3180,4.37,13883,2020
Spree-Neiße,Getreide,Winterweizen einschl. Dinkel,3638,4.5,16388,2020
Spree-Neiße,Hackfruechte,Kartoffeln zusammen,264,26.77,7058,2020
Spree-Neiße,Hackfruechte,mittelfruehe und spaete Kartoffeln,,,,2020
Spree-Neiße,Hackfruechte,Zuckerrueben,,,,2020
Spree-Neiße,Huelsenfruechte,Erbsen,172,2.12790697674419,366,2020
Spree-Neiße,Huelsenfruechte,Lupinen,294,0.574829931972789,169,2020
Spree-Neiße,Oelfruechte,Raps und Ruebsen zusammen,,,,2020
Spree-Neiße,Oelfruechte,Sonnenblumen,831,1.78339350180505,1482,2020
Spree-Neiße,Oelfruechte,Winterraps,537,1.7,911,2020
Teltow-Flaeming,"Futterpflanzen, Dauergruenland, Gruenernte",Feldgras/Grasanbau,2559,3.46,8863,2020
Teltow-Flaeming,"Futterpflanzen, Dauergruenland, Gruenernte","Klee, Kleegras und Klee-Luzerne-Gemisch",,,,2020
Teltow-Flaeming,"Futterpflanzen, Dauergruenland, Gruenernte",Leguminosen,2887,4.42,12751,2020
Teltow-Flaeming,"Futterpflanzen, Dauergruenland, Gruenernte","Luzerne, Luzernegras",,,,2020
Teltow-Flaeming,"Futterpflanzen, Dauergruenland, Gruenernte",Silomais,16964,26.68,452602,2020
Teltow-Flaeming,"Futterpflanzen, Dauergruenland, Gruenernte",Weiden,10260,4.84,49693,2020
Teltow-Flaeming,"Futterpflanzen, Dauergruenland, Gruenernte",Wiesen,7125,3.91,27846,2020
Teltow-Flaeming,"Futterpflanzen, Dauergruenland, Gruenernte",Wiesen und Maehweiden zusammen,,,,2020
Teltow-Flaeming,Getreide,Brotgetreide zusammen,,,,2020
Teltow-Flaeming,Getreide,Futter- und Industriegetreide,,,,2020
Teltow-Flaeming,Getreide,Gerste zusammen,5529,4.62,25528,2020
Teltow-Flaeming,Getreide,Getreide insgesamt,31227,4.92,153782,2020
Teltow-Flaeming,Getreide,Getreide zur Ganzpflanzenernte,,,,2020
Teltow-Flaeming,Getreide,Getreide zusammen (ohne Koernermais und Corn-Cob-Mix),29765,4.84,143984,2020
Teltow-Flaeming,Getreide,Hafer,1011,1.95647873392681,1978,2020
Teltow-Flaeming,Getreide,Koernermais (einschl. Corn-Cob-Mix),1462,6.7,9798,2020
Teltow-Flaeming,Getreide,Roggen,,,,2020
Teltow-Flaeming,Getreide,Roggen und Wintermenggetreide,13133,4.29,56367,2020
Teltow-Flaeming,Getreide,Sommergerste,125,2.2,276,2020
Teltow-Flaeming,Getreide,Triticale,2282,3.27,7471,2020
Teltow-Flaeming,Getreide,Weizen zusammen,,,,2020
Teltow-Flaeming,Getreide,Wintergerste,5404,4.67,25253,2020
Teltow-Flaeming,Getreide,Winterweizen einschl. Dinkel,7740,6.78,52507,2020
Teltow-Flaeming,Hackfruechte,Kartoffeln zusammen,3213,37.53,120568,2020
Teltow-Flaeming,Hackfruechte,mittelfruehe und spaete Kartoffeln,,,,2020
Teltow-Flaeming,Hackfruechte,Zuckerrueben,246,,,2020
Teltow-Flaeming,Huelsenfruechte,Erbsen,508,3.81,1933,2020
Teltow-Flaeming,Huelsenfruechte,Lupinen,137,,,2020
Teltow-Flaeming,Oelfruechte,Raps und Ruebsen zusammen,,,,2020
Teltow-Flaeming,Oelfruechte,Sonnenblumen,1105,1.7,1879,2020
Teltow-Flaeming,Oelfruechte,Winterraps,4600,3.27,15064,2020
Uckermark,"Futterpflanzen, Dauergruenland, Gruenernte",Feldgras/Grasanbau,2183,3.71,8100,2020
Uckermark,"Futterpflanzen, Dauergruenland, Gruenernte","Klee, Kleegras und Klee-Luzerne-Gemisch",,,,2020
Uckermark,"Futterpflanzen, Dauergruenland, Gruenernte",Leguminosen,6142,5.77,35450,2020
Uckermark,"Futterpflanzen, Dauergruenland, Gruenernte","Luzerne, Luzernegras",,,,2020
Uckermark,"Futterpflanzen, Dauergruenland, Gruenernte",Silomais,19352,26.71,516825,2020
Uckermark,"Futterpflanzen, Dauergruenland, Gruenernte",Weiden,18555,4.88,90585,2020
Uckermark,"Futterpflanzen, Dauergruenland, Gruenernte",Wiesen,7779,5.98,46548,2020
Uckermark,"Futterpflanzen, Dauergruenland, Gruenernte",Wiesen und Maehweiden zusammen,,,,2020
Uckermark,Getreide,Brotgetreide zusammen,,,,2020
Uckermark,Getreide,Futter- und Industriegetreide,,,,2020
Uckermark,Getreide,Gerste zusammen,19299,7.37,142163,2020
Uckermark,Getreide,Getreide insgesamt,86278,6.51,561535,2020
Uckermark,Getreide,Getreide zur Ganzpflanzenernte,,,,2020
Uckermark,Getreide,Getreide zusammen (ohne Koernermais und Corn-Cob-Mix),83106,6.5,540578,2020
Uckermark,Getreide,Hafer,2629,2.68467097755801,7058,2020
Uckermark,Getreide,Koernermais (einschl. Corn-Cob-Mix),3172,6.61,20957,2020
Uckermark,Getreide,Roggen,,,,2020
Uckermark,Getreide,Roggen und Wintermenggetreide,11248,4.81,54117,2020
Uckermark,Getreide,Sommergerste,958,3.6,3443,2020
Uckermark,Getreide,Triticale,2363,,,2020
Uckermark,Getreide,Weizen zusammen,,,,2020
Uckermark,Getreide,Wintergerste,18342,7.56,138721,2020
Uckermark,Getreide,Winterweizen einschl. Dinkel,46354,6.95,322219,2020
Uckermark,Hackfruechte,Kartoffeln zusammen,55,24.32,1331,2020
Uckermark,Hackfruechte,mittelfruehe und spaete Kartoffeln,,,,2020
Uckermark,Hackfruechte,Zuckerrueben,2723,67.05,182560,2020
Uckermark,Huelsenfruechte,Erbsen,1371,3.41,4674,2020
Uckermark,Huelsenfruechte,Lupinen,461,0.854663774403471,394,2020
Uckermark,Oelfruechte,Raps und Ruebsen zusammen,,,,2020
Uckermark,Oelfruechte,Sonnenblumen,640,2.0703125,1325,2020
Uckermark,Oelfruechte,Winterraps,17925,3.66,65680,2020
Barnim,"Futterpflanzen, Dauergruenland, Gruenernte",Feldgras/Grasanbau,1800,6.31,11400,2021
Barnim,"Futterpflanzen, Dauergruenland, Gruenernte","Klee, Kleegras und Klee-Luzerne-Gemisch",,,,2021
Barnim,"Futterpflanzen, Dauergruenland, Gruenernte",Leguminosen,4400,5.66,24800,2021
Barnim,"Futterpflanzen, Dauergruenland, Gruenernte","Luzerne, Luzernegras",,,,2021
Barnim,"Futterpflanzen, Dauergruenland, Gruenernte",Silomais,6200,39.16,242100,2021
Barnim,"Futterpflanzen, Dauergruenland, Gruenernte",Weiden,6300,7.45,47000,2021
Barnim,"Futterpflanzen, Dauergruenland, Gruenernte",Wiesen,2400,6.87,16500,2021
Barnim,"Futterpflanzen, Dauergruenland, Gruenernte",Wiesen und Maehweiden zusammen,,,,2021
Barnim,Getreide,Brotgetreide zusammen,,,,2021
Barnim,Getreide,Futter- und Industriegetreide,,,,2021
Barnim,Getreide,Gerste zusammen,3800,4.45,16900,2021
Barnim,Getreide,Getreide insgesamt,18100,3.83,69200,2021
Barnim,Getreide,Getreide zur Ganzpflanzenernte,,,,2021
Barnim,Getreide,Getreide zusammen (ohne Koernermais und Corn-Cob-Mix),17500,3.7,64600,2021
Barnim,Getreide,Hafer,800,1.625,1300,2021
Barnim,Getreide,Koernermais (einschl. Corn-Cob-Mix),600,7.7,4600,2021
Barnim,Getreide,Roggen,,,,2021
Barnim,Getreide,Roggen und Wintermenggetreide,5800,2.94827586206897,17100,2021
Barnim,Getreide,Sommergerste,500,,,2021
Barnim,Getreide,Triticale,900,,,2021
Barnim,Getreide,Weizen zusammen,,,,2021
Barnim,Getreide,Wintergerste,3300,4.9,16000,2021
Barnim,Getreide,Winterweizen einschl. Dinkel,5700,4.21,23800,2021
Barnim,Hackfruechte,Kartoffeln zusammen,,,,2021
Barnim,Hackfruechte,mittelfruehe und spaete Kartoffeln,,,,2021
Barnim,Hackfruechte,Zuckerrueben,,,,2021
Barnim,Huelsenfruechte,Erbsen,500,,,2021
Barnim,Huelsenfruechte,Lupinen,500,0.8,400,2021
Barnim,Oelfruechte,Raps und Ruebsen zusammen,,,,2021
Barnim,Oelfruechte,Sonnenblumen,600,,,2021
Barnim,Oelfruechte,Winterraps,3900,2.48717948717949,9700,2021
Brandenburg an der Havel (KfS),"Futterpflanzen, Dauergruenland, Gruenernte",Feldgras/Grasanbau,0,,,2021
Brandenburg an der Havel (KfS),"Futterpflanzen, Dauergruenland, Gruenernte","Klee, Kleegras und Klee-Luzerne-Gemisch",,,,2021
Brandenburg an der Havel (KfS),"Futterpflanzen, Dauergruenland, Gruenernte",Leguminosen,200,,,2021
Brandenburg an der Havel (KfS),"Futterpflanzen, Dauergruenland, Gruenernte","Luzerne, Luzernegras",,,,2021
Brandenburg an der Havel (KfS),"Futterpflanzen, Dauergruenland, Gruenernte",Silomais,,,,2021
Brandenburg an der Havel (KfS),"Futterpflanzen, Dauergruenland, Gruenernte",Weiden,,,,2021
Brandenburg an der Havel (KfS),"Futterpflanzen, Dauergruenland, Gruenernte",Wiesen,,,,2021
Brandenburg an der Havel (KfS),"Futterpflanzen, Dauergruenland, Gruenernte",Wiesen und Maehweiden zusammen,,,,2021
Brandenburg an der Havel (KfS),Getreide,Brotgetreide zusammen,,,,2021
Brandenburg an der Havel (KfS),Getreide,Futter- und Industriegetreide,,,,2021
Brandenburg an der Havel (KfS),Getreide,Gerste zusammen,,,,2021
Brandenburg an der Havel (KfS),Getreide,Getreide insgesamt,1200,,,2021
Brandenburg an der Havel (KfS),Getreide,Getreide zur Ganzpflanzenernte,,,,2021
Brandenburg an der Havel (KfS),Getreide,Getreide zusammen (ohne Koernermais und Corn-Cob-Mix),800,,,2021
Brandenburg an der Havel (KfS),Getreide,Hafer,400,,,2021
Brandenburg an der Havel (KfS),Getreide,Koernermais (einschl. Corn-Cob-Mix),400,,,2021
Brandenburg an der Havel (KfS),Getreide,Roggen,,,,2021
Brandenburg an der Havel (KfS),Getreide,Roggen und Wintermenggetreide,300,,,2021
Brandenburg an der Havel (KfS),Getreide,Sommergerste,,,,2021
Brandenburg an der Havel (KfS),Getreide,Triticale,,,,2021
