Landkreis,Crop,Variety,A_ha,P_per_A,P_t,Year
Barnim,"Futterpflanzen, Dauergruenland, Gruenernte",Feldgras/Grasanbau,,5.066,,2001-2005
Barnim,"Futterpflanzen, Dauergruenland, Gruenernte","Klee, Kleegras und Klee-Luzerne-Gemisch",,7.268,,2001-2005
Barnim,"Futterpflanzen, Dauergruenland, Gruenernte",Leguminosen,,,,2001-2005
Barnim,"Futterpflanzen, Dauergruenland, Gruenernte","Luzerne, Luzernegras",,,,2001-2005
Barnim,"Futterpflanzen, Dauergruenland, Gruenernte",Silomais,,29.146,,2001-2005
Barnim,"Futterpflanzen, Dauergruenland, Gruenernte",Weiden,,5.724,,2001-2005
Barnim,"Futterpflanzen, Dauergruenland, Gruenernte",Wiesen,,4.538,,2001-2005
Barnim,"Futterpflanzen, Dauergruenland, Gruenernte",Wiesen und Maehweiden zusammen,,5.36,,2001-2005
Barnim,Getreide,Brotgetreide zusammen,,4.79,,2001-2005
Barnim,Getreide,Futter- und Industriegetreide,,4.336,,2001-2005
Barnim,Getreide,Gerste zusammen,,4.9,,2001-2005
Barnim,Getreide,Getreide insgesamt,,4.684,,2001-2005
Barnim,Getreide,Getreide zur Ganzpflanzenernte,,,,2001-2005
Barnim,Getreide,Getreide zusammen (ohne Koernermais und Corn-Cob-Mix),,4.582,,2001-2005
Barnim,Getreide,Hafer,,3.314,,2001-2005
Barnim,Getreide,Koernermais (einschl. Corn-Cob-Mix),,8.094,,2001-2005
Barnim,Getreide,Roggen,,4.794,,2001-2005
Barnim,Getreide,Roggen und Wintermenggetreide,,,,2001-2005
Barnim,Getreide,Sommergerste,,3.368,,2001-2005
Barnim,Getreide,Triticale,,4.262,,2001-2005
Barnim,Getreide,Weizen zusammen,,4.78,,2001-2005
Barnim,Getreide,Wintergerste,,5.274,,2001-2005
Barnim,Getreide,Winterweizen einschl. Dinkel,,4.97,,2001-2005
Barnim,Hackfruechte,Kartoffeln zusammen,,29.772,,2001-2005
Barnim,Hackfruechte,mittelfruehe und spaete Kartoffeln,,29.824,,2001-2005
Barnim,Hackfruechte,Zuckerrueben,,,,2001-2005
Barnim,Huelsenfruechte,Erbsen,,,,2001-2005
Barnim,Huelsenfruechte,Lupinen,,,,2001-2005
Barnim,Oelfruechte,Raps und Ruebsen zusammen,,,,2001-2005
Barnim,Oelfruechte,Sonnenblumen,,,,2001-2005
Barnim,Oelfruechte,Winterraps,,3.174,,2001-2005
Brandenburg an der Havel (KfS),"Futterpflanzen, Dauergruenland, Gruenernte",Feldgras/Grasanbau,,,,2001-2005
Brandenburg an der Havel (KfS),"Futterpflanzen, Dauergruenland, Gruenernte","Klee, Kleegras und Klee-Luzerne-Gemisch",,,,2001-2005
Brandenburg an der Havel (KfS),"Futterpflanzen, Dauergruenland, Gruenernte",Leguminosen,,,,2001-2005
Brandenburg an der Havel (KfS),"Futterpflanzen, Dauergruenland, Gruenernte","Luzerne, Luzernegras",,,,2001-2005
Brandenburg an der Havel (KfS),"Futterpflanzen, Dauergruenland, Gruenernte",Silomais,,,,2001-2005
Brandenburg an der Havel (KfS),"Futterpflanzen, Dauergruenland, Gruenernte",Weiden,,,,2001-2005
Brandenburg an der Havel (KfS),"Futterpflanzen, Dauergruenland, Gruenernte",Wiesen,,,,2001-2005
Brandenburg an der Havel (KfS),"Futterpflanzen, Dauergruenland, Gruenernte",Wiesen und Maehweiden zusammen,,,,2001-2005
Brandenburg an der Havel (KfS),Getreide,Brotgetreide zusammen,,,,2001-2005
Brandenburg an der Havel (KfS),Getreide,Futter- und Industriegetreide,,,,2001-2005
Brandenburg an der Havel (KfS),Getreide,Gerste zusammen,,,,2001-2005
Brandenburg an der Havel (KfS),Getreide,Getreide insgesamt,,,,2001-2005
Brandenburg an der Havel (KfS),Getreide,Getreide zur Ganzpflanzenernte,,,,2001-2005
Brandenburg an der Havel (KfS),Getreide,Getreide zusammen (ohne Koernermais und Corn-Cob-Mix),,,,2001-2005
Brandenburg an der Havel (KfS),Getreide,Hafer,,,,2001-2005
Brandenburg an der Havel (KfS),Getreide,Koernermais (einschl. Corn-Cob-Mix),,,,2001-2005
Brandenburg an der Havel (KfS),Getreide,Roggen,,,,2001-2005
Brandenburg an der Havel (KfS),Getreide,Roggen und Wintermenggetreide,,,,2001-2005
Brandenburg an der Havel (KfS),Getreide,Sommergerste,,,,2001-2005
Brandenburg an der Havel (KfS),Getreide,Triticale,,,,2001-2005
Brandenburg an der Havel (KfS),Getreide,Weizen zusammen,,,,2001-2005
Brandenburg an der Havel (KfS),Getreide,Wintergerste,,,,2001-2005
Brandenburg an der Havel (KfS),Getreide,Winterweizen einschl. Dinkel,,,,2001-2005
Brandenburg an der Havel (KfS),Hackfruechte,Kartoffeln zusammen,,,,2001-2005
Brandenburg an der Havel (KfS),Hackfruechte,mittelfruehe und spaete Kartoffeln,,,,2001-2005
Brandenburg an der Havel (KfS),Hackfruechte,Zuckerrueben,,,,2001-2005
Brandenburg an der Havel (KfS),Huelsenfruechte,Erbsen,,,,2001-2005
Brandenburg an der Havel (KfS),Huelsenfruechte,Lupinen,,,,2001-2005
Brandenburg an der Havel (KfS),Oelfruechte,Raps und Ruebsen zusammen,,,,2001-2005
Brandenburg an der Havel (KfS),Oelfruechte,Sonnenblumen,,,,2001-2005
Brandenburg an der Havel (KfS),Oelfruechte,Winterraps,,,,2001-2005
Cottbus (KfS),"Futterpflanzen, Dauergruenland, Gruenernte",Feldgras/Grasanbau,,,,2001-2005
Cottbus (KfS),"Futterpflanzen, Dauergruenland, Gruenernte","Klee, Kleegras und Klee-Luzerne-Gemisch",,,,2001-2005
Cottbus (KfS),"Futterpflanzen, Dauergruenland, Gruenernte",Leguminosen,,,,2001-2005
Cottbus (KfS),"Futterpflanzen, Dauergruenland, Gruenernte","Luzerne, Luzernegras",,,,2001-2005
Cottbus (KfS),"Futterpflanzen, Dauergruenland, Gruenernte",Silomais,,23.32,,2001-2005
Cottbus (KfS),"Futterpflanzen, Dauergruenland, Gruenernte",Weiden,,5.78,,2001-2005
Cottbus (KfS),"Futterpflanzen, Dauergruenland, Gruenernte",Wiesen,,,,2001-2005
Cottbus (KfS),"Futterpflanzen, Dauergruenland, Gruenernte",Wiesen und Maehweiden zusammen,,5.512,,2001-2005
Cottbus (KfS),Getreide,Brotgetreide zusammen,,,,2001-2005
Cottbus (KfS),Getreide,Futter- und Industriegetreide,,,,2001-2005
Cottbus (KfS),Getreide,Gerste zusammen,,,,2001-2005
Cottbus (KfS),Getreide,Getreide insgesamt,,,,2001-2005
Cottbus (KfS),Getreide,Getreide zur Ganzpflanzenernte,,,,2001-2005
Cottbus (KfS),Getreide,Getreide zusammen (ohne Koernermais und Corn-Cob-Mix),,,,2001-2005
Cottbus (KfS),Getreide,Hafer,,,,2001-2005
Cottbus (KfS),Getreide,Koernermais (einschl. Corn-Cob-Mix),,,,2001-2005
Cottbus (KfS),Getreide,Roggen,,,,2001-2005
Cottbus (KfS),Getreide,Roggen und Wintermenggetreide,,,,2001-2005
Cottbus (KfS),Getreide,Sommergerste,,,,2001-2005
Cottbus (KfS),Getreide,Triticale,,,,2001-2005
Cottbus (KfS),Getreide,Weizen zusammen,,,,2001-2005
Cottbus (KfS),Getreide,Wintergerste,,,,2001-2005
Cottbus (KfS),Getreide,Winterweizen einschl. Dinkel,,,,2001-2005
Cottbus (KfS),Hackfruechte,Kartoffeln zusammen,,,,2001-2005
Cottbus (KfS),Hackfruechte,mittelfruehe und spaete Kartoffeln,,,,2001-2005
Cottbus (KfS),Hackfruechte,Zuckerrueben,,,,2001-2005
Cottbus (KfS),Huelsenfruechte,Erbsen,,,,2001-2005
Cottbus (KfS),Huelsenfruechte,Lupinen,,,,2001-2005
Cottbus (KfS),Oelfruechte,Raps und Ruebsen zusammen,,,,2001-2005
Cottbus (KfS),Oelfruechte,Sonnenblumen,,,,2001-2005
Cottbus (KfS),Oelfruechte,Winterraps,,,,2001-2005
Dahme-Spreewald,"Futterpflanzen, Dauergruenland, Gruenernte",Feldgras/Grasanbau,,3.772,,2001-2005
Dahme-Spreewald,"Futterpflanzen, Dauergruenland, Gruenernte","Klee, Kleegras und Klee-Luzerne-Gemisch",,5.904,,2001-2005
Dahme-Spreewald,"Futterpflanzen, Dauergruenland, Gruenernte",Leguminosen,,,,2001-2005
Dahme-Spreewald,"Futterpflanzen, Dauergruenland, Gruenernte","Luzerne, Luzernegras",,5.666,,2001-2005
Dahme-Spreewald,"Futterpflanzen, Dauergruenland, Gruenernte",Silomais,,31.252,,2001-2005
Dahme-Spreewald,"Futterpflanzen, Dauergruenland, Gruenernte",Weiden,,4.586,,2001-2005
Dahme-Spreewald,"Futterpflanzen, Dauergruenland, Gruenernte",Wiesen,,5.792,,2001-2005
Dahme-Spreewald,"Futterpflanzen, Dauergruenland, Gruenernte",Wiesen und Maehweiden zusammen,,4.868,,2001-2005
Dahme-Spreewald,Getreide,Brotgetreide zusammen,,3.83,,2001-2005
Dahme-Spreewald,Getreide,Futter- und Industriegetreide,,4.332,,2001-2005
Dahme-Spreewald,Getreide,Gerste zusammen,,4.776,,2001-2005
Dahme-Spreewald,Getreide,Getreide insgesamt,,4.04,,2001-2005
Dahme-Spreewald,Getreide,Getreide zur Ganzpflanzenernte,,,,2001-2005
Dahme-Spreewald,Getreide,Getreide zusammen (ohne Koernermais und Corn-Cob-Mix),,3.98,,2001-2005
Dahme-Spreewald,Getreide,Hafer,,,,2001-2005
Dahme-Spreewald,Getreide,Koernermais (einschl. Corn-Cob-Mix),,,,2001-2005
Dahme-Spreewald,Getreide,Roggen,,3.626,,2001-2005
Dahme-Spreewald,Getreide,Roggen und Wintermenggetreide,,,,2001-2005
Dahme-Spreewald,Getreide,Sommergerste,,,,2001-2005
Dahme-Spreewald,Getreide,Triticale,,,,2001-2005
Dahme-Spreewald,Getreide,Weizen zusammen,,5.102,,2001-2005
Dahme-Spreewald,Getreide,Wintergerste,,5.192,,2001-2005
Dahme-Spreewald,Getreide,Winterweizen einschl. Dinkel,,5.258,,2001-2005
Dahme-Spreewald,Hackfruechte,Kartoffeln zusammen,,29.606,,2001-2005
Dahme-Spreewald,Hackfruechte,mittelfruehe und spaete Kartoffeln,,29.532,,2001-2005
Dahme-Spreewald,Hackfruechte,Zuckerrueben,,,,2001-2005
Dahme-Spreewald,Huelsenfruechte,Erbsen,,1.98,,2001-2005
Dahme-Spreewald,Huelsenfruechte,Lupinen,,,,2001-2005
Dahme-Spreewald,Oelfruechte,Raps und Ruebsen zusammen,,,,2001-2005
Dahme-Spreewald,Oelfruechte,Sonnenblumen,,,,2001-2005
Dahme-Spreewald,Oelfruechte,Winterraps,,,,2001-2005
Elbe-Elster,"Futterpflanzen, Dauergruenland, Gruenernte",Feldgras/Grasanbau,,5.312,,2001-2005
Elbe-Elster,"Futterpflanzen, Dauergruenland, Gruenernte","Klee, Kleegras und Klee-Luzerne-Gemisch",,5.694,,2001-2005
Elbe-Elster,"Futterpflanzen, Dauergruenland, Gruenernte",Leguminosen,,,,2001-2005
Elbe-Elster,"Futterpflanzen, Dauergruenland, Gruenernte","Luzerne, Luzernegras",,8.322,,2001-2005
Elbe-Elster,"Futterpflanzen, Dauergruenland, Gruenernte",Silomais,,34.28,,2001-2005
Elbe-Elster,"Futterpflanzen, Dauergruenland, Gruenernte",Weiden,,6.228,,2001-2005
Elbe-Elster,"Futterpflanzen, Dauergruenland, Gruenernte",Wiesen,,5.856,,2001-2005
Elbe-Elster,"Futterpflanzen, Dauergruenland, Gruenernte",Wiesen und Maehweiden zusammen,,,,2001-2005
Elbe-Elster,Getreide,Brotgetreide zusammen,,4.794,,2001-2005
Elbe-Elster,Getreide,Futter- und Industriegetreide,,4.562,,2001-2005
Elbe-Elster,Getreide,Gerste zusammen,,5.124,,2001-2005
Elbe-Elster,Getreide,Getreide insgesamt,,4.798,,2001-2005
Elbe-Elster,Getreide,Getreide zur Ganzpflanzenernte,,,,2001-2005
Elbe-Elster,Getreide,Getreide zusammen (ohne Koernermais und Corn-Cob-Mix),,4.69,,2001-2005
Elbe-Elster,Getreide,Hafer,,,,2001-2005
Elbe-Elster,Getreide,Koernermais (einschl. Corn-Cob-Mix),,7.942,,2001-2005
Elbe-Elster,Getreide,Roggen,,4.354,,2001-2005
Elbe-Elster,Getreide,Roggen und Wintermenggetreide,,,,2001-2005
Elbe-Elster,Getreide,Sommergerste,,3.74,,2001-2005
Elbe-Elster,Getreide,Triticale,,4.21,,2001-2005
Elbe-Elster,Getreide,Weizen zusammen,,5.766,,2001-2005
Elbe-Elster,Getreide,Wintergerste,,5.308,,2001-2005
Elbe-Elster,Getreide,Winterweizen einschl. Dinkel,,5.788,,2001-2005
Elbe-Elster,Hackfruechte,Kartoffeln zusammen,,31.038,,2001-2005
Elbe-Elster,Hackfruechte,mittelfruehe und spaete Kartoffeln,,31.41,,2001-2005
Elbe-Elster,Hackfruechte,Zuckerrueben,,51.29,,2001-2005
Elbe-Elster,Huelsenfruechte,Erbsen,,,,2001-2005
Elbe-Elster,Huelsenfruechte,Lupinen,,,,2001-2005
Elbe-Elster,Oelfruechte,Raps und Ruebsen zusammen,,,,2001-2005
Elbe-Elster,Oelfruechte,Sonnenblumen,,,,2001-2005
Elbe-Elster,Oelfruechte,Winterraps,,,,2001-2005
Frankfurt (Oder) (KfS),"Futterpflanzen, Dauergruenland, Gruenernte",Feldgras/Grasanbau,,,,2001-2005
Frankfurt (Oder) (KfS),"Futterpflanzen, Dauergruenland, Gruenernte","Klee, Kleegras und Klee-Luzerne-Gemisch",,,,2001-2005
Frankfurt (Oder) (KfS),"Futterpflanzen, Dauergruenland, Gruenernte",Leguminosen,,,,2001-2005
Frankfurt (Oder) (KfS),"Futterpflanzen, Dauergruenland, Gruenernte","Luzerne, Luzernegras",,,,2001-2005
Frankfurt (Oder) (KfS),"Futterpflanzen, Dauergruenland, Gruenernte",Silomais,,37.992,,2001-2005
Frankfurt (Oder) (KfS),"Futterpflanzen, Dauergruenland, Gruenernte",Weiden,,,,2001-2005
Frankfurt (Oder) (KfS),"Futterpflanzen, Dauergruenland, Gruenernte",Wiesen,,,,2001-2005
Frankfurt (Oder) (KfS),"Futterpflanzen, Dauergruenland, Gruenernte",Wiesen und Maehweiden zusammen,,,,2001-2005
Frankfurt (Oder) (KfS),Getreide,Brotgetreide zusammen,,4.66,,2001-2005
Frankfurt (Oder) (KfS),Getreide,Futter- und Industriegetreide,,4.46,,2001-2005
Frankfurt (Oder) (KfS),Getreide,Gerste zusammen,,5.764,,2001-2005
Frankfurt (Oder) (KfS),Getreide,Getreide insgesamt,,4.688,,2001-2005
Frankfurt (Oder) (KfS),Getreide,Getreide zur Ganzpflanzenernte,,,,2001-2005
Frankfurt (Oder) (KfS),Getreide,Getreide zusammen (ohne Koernermais und Corn-Cob-Mix),,4.592,,2001-2005
Frankfurt (Oder) (KfS),Getreide,Hafer,,,,2001-2005
Frankfurt (Oder) (KfS),Getreide,Koernermais (einschl. Corn-Cob-Mix),,,,2001-2005
Frankfurt (Oder) (KfS),Getreide,Roggen,,4.67,,2001-2005
Frankfurt (Oder) (KfS),Getreide,Roggen und Wintermenggetreide,,,,2001-2005
Frankfurt (Oder) (KfS),Getreide,Sommergerste,,,,2001-2005
Frankfurt (Oder) (KfS),Getreide,Triticale,,,,2001-2005
Frankfurt (Oder) (KfS),Getreide,Weizen zusammen,,,,2001-2005
Frankfurt (Oder) (KfS),Getreide,Wintergerste,,,,2001-2005
Frankfurt (Oder) (KfS),Getreide,Winterweizen einschl. Dinkel,,,,2001-2005
Frankfurt (Oder) (KfS),Hackfruechte,Kartoffeln zusammen,,,,2001-2005
Frankfurt (Oder) (KfS),Hackfruechte,mittelfruehe und spaete Kartoffeln,,,,2001-2005
Frankfurt (Oder) (KfS),Hackfruechte,Zuckerrueben,,,,2001-2005
Frankfurt (Oder) (KfS),Huelsenfruechte,Erbsen,,,,2001-2005
Frankfurt (Oder) (KfS),Huelsenfruechte,Lupinen,,,,2001-2005
Frankfurt (Oder) (KfS),Oelfruechte,Raps und Ruebsen zusammen,,,,2001-2005
Frankfurt (Oder) (KfS),Oelfruechte,Sonnenblumen,,,,2001-2005
Frankfurt (Oder) (KfS),Oelfruechte,Winterraps,,2.986,,2001-2005
Havelland,"Futterpflanzen, Dauergruenland, Gruenernte",Feldgras/Grasanbau,,3.976,,2001-2005
Havelland,"Futterpflanzen, Dauergruenland, Gruenernte","Klee, Kleegras und Klee-Luzerne-Gemisch",,,,2001-2005
Havelland,"Futterpflanzen, Dauergruenland, Gruenernte",Leguminosen,,,,2001-2005
Havelland,"Futterpflanzen, Dauergruenland, Gruenernte","Luzerne, Luzernegras",,8.762,,2001-2005
Havelland,"Futterpflanzen, Dauergruenland, Gruenernte",Silomais,,33.04,,2001-2005
Havelland,"Futterpflanzen, Dauergruenland, Gruenernte",Weiden,,5.012,,2001-2005
Havelland,"Futterpflanzen, Dauergruenland, Gruenernte",Wiesen,,4.558,,2001-2005
Havelland,"Futterpflanzen, Dauergruenland, Gruenernte",Wiesen und Maehweiden zusammen,,4.946,,2001-2005
Havelland,Getreide,Brotgetreide zusammen,,5.196,,2001-2005
Havelland,Getreide,Futter- und Industriegetreide,,5.032,,2001-2005
Havelland,Getreide,Gerste zusammen,,5.438,,2001-2005
Havelland,Getreide,Getreide insgesamt,,5.202,,2001-2005
Havelland,Getreide,Getreide zur Ganzpflanzenernte,,,,2001-2005
Havelland,Getreide,Getreide zusammen (ohne Koernermais und Corn-Cob-Mix),,5.148,,2001-2005
Havelland,Getreide,Hafer,,3.768,,2001-2005
Havelland,Getreide,Koernermais (einschl. Corn-Cob-Mix),,7.1,,2001-2005
Havelland,Getreide,Roggen,,4.864,,2001-2005
Havelland,Getreide,Roggen und Wintermenggetreide,,,,2001-2005
Havelland,Getreide,Sommergerste,,3.93,,2001-2005
Havelland,Getreide,Triticale,,5.024,,2001-2005
Havelland,Getreide,Weizen zusammen,,5.61,,2001-2005
Havelland,Getreide,Wintergerste,,5.762,,2001-2005
Havelland,Getreide,Winterweizen einschl. Dinkel,,5.686,,2001-2005
Havelland,Hackfruechte,Kartoffeln zusammen,,30.188,,2001-2005
Havelland,Hackfruechte,mittelfruehe und spaete Kartoffeln,,30.19,,2001-2005
Havelland,Hackfruechte,Zuckerrueben,,44.714,,2001-2005
Havelland,Huelsenfruechte,Erbsen,,,,2001-2005
Havelland,Huelsenfruechte,Lupinen,,,,2001-2005
Havelland,Oelfruechte,Raps und Ruebsen zusammen,,,,2001-2005
Havelland,Oelfruechte,Sonnenblumen,,,,2001-2005
Havelland,Oelfruechte,Winterraps,,3.164,,2001-2005
Kreisfreie Staedte,"Futterpflanzen, Dauergruenland, Gruenernte",Feldgras/Grasanbau,,,,2001-2005
Kreisfreie Staedte,"Futterpflanzen, Dauergruenland, Gruenernte","Klee, Kleegras und Klee-Luzerne-Gemisch",,,,2001-2005
Kreisfreie Staedte,"Futterpflanzen, Dauergruenland, Gruenernte",Leguminosen,,,,2001-2005
Kreisfreie Staedte,"Futterpflanzen, Dauergruenland, Gruenernte","Luzerne, Luzernegras",,,,2001-2005
Kreisfreie Staedte,"Futterpflanzen, Dauergruenland, Gruenernte",Silomais,,,,2001-2005
Kreisfreie Staedte,"Futterpflanzen, Dauergruenland, Gruenernte",Weiden,,,,2001-2005
Kreisfreie Staedte,"Futterpflanzen, Dauergruenland, Gruenernte",Wiesen,,,,2001-2005
Kreisfreie Staedte,"Futterpflanzen, Dauergruenland, Gruenernte",Wiesen und Maehweiden zusammen,,,,2001-2005
Kreisfreie Staedte,Getreide,Brotgetreide zusammen,,,,2001-2005
Kreisfreie Staedte,Getreide,Futter- und Industriegetreide,,,,2001-2005
Kreisfreie Staedte,Getreide,Gerste zusammen,,,,2001-2005
Kreisfreie Staedte,Getreide,Getreide insgesamt,,,,2001-2005
Kreisfreie Staedte,Getreide,Getreide zur Ganzpflanzenernte,,,,2001-2005
Kreisfreie Staedte,Getreide,Getreide zusammen (ohne Koernermais und Corn-Cob-Mix),,,,2001-2005
Kreisfreie Staedte,Getreide,Hafer,,,,2001-2005
Kreisfreie Staedte,Getreide,Koernermais (einschl. Corn-Cob-Mix),,,,2001-2005
Kreisfreie Staedte,Getreide,Roggen,,,,2001-2005
Kreisfreie Staedte,Getreide,Roggen und Wintermenggetreide,,,,2001-2005
Kreisfreie Staedte,Getreide,Sommergerste,,,,2001-2005
Kreisfreie Staedte,Getreide,Triticale,,,,2001-2005
Kreisfreie Staedte,Getreide,Weizen zusammen,,,,2001-2005
Kreisfreie Staedte,Getreide,Wintergerste,,,,2001-2005
Kreisfreie Staedte,Getreide,Winterweizen einschl. Dinkel,,,,2001-2005
Kreisfreie Staedte,Hackfruechte,Kartoffeln zusammen,,,,2001-2005
Kreisfreie Staedte,Hackfruechte,mittelfruehe und spaete Kartoffeln,,,,2001-2005
Kreisfreie Staedte,Hackfruechte,Zuckerrueben,,,,2001-2005
Kreisfreie Staedte,Huelsenfruechte,Erbsen,,,,2001-2005
Kreisfreie Staedte,Huelsenfruechte,Lupinen,,,,2001-2005
Kreisfreie Staedte,Oelfruechte,Raps und Ruebsen zusammen,,,,2001-2005
Kreisfreie Staedte,Oelfruechte,Sonnenblumen,,,,2001-2005
Kreisfreie Staedte,Oelfruechte,Winterraps,,,,2001-2005
Maerkisch-Oderland,"Futterpflanzen, Dauergruenland, Gruenernte",Feldgras/Grasanbau,,5.116,,2001-2005
Maerkisch-Oderland,"Futterpflanzen, Dauergruenland, Gruenernte","Klee, Kleegras und Klee-Luzerne-Gemisch",,,,2001-2005
Maerkisch-Oderland,"Futterpflanzen, Dauergruenland, Gruenernte",Leguminosen,,,,2001-2005
Maerkisch-Oderland,"Futterpflanzen, Dauergruenland, Gruenernte","Luzerne, Luzernegras",,7.032,,2001-2005
Maerkisch-Oderland,"Futterpflanzen, Dauergruenland, Gruenernte",Silomais,,34.624,,2001-2005
Maerkisch-Oderland,"Futterpflanzen, Dauergruenland, Gruenernte",Weiden,,,,2001-2005
Maerkisch-Oderland,"Futterpflanzen, Dauergruenland, Gruenernte",Wiesen,,,,2001-2005
Maerkisch-Oderland,"Futterpflanzen, Dauergruenland, Gruenernte",Wiesen und Maehweiden zusammen,,,,2001-2005
Maerkisch-Oderland,Getreide,Brotgetreide zusammen,,5.502,,2001-2005
Maerkisch-Oderland,Getreide,Futter- und Industriegetreide,,4.86,,2001-2005
Maerkisch-Oderland,Getreide,Gerste zusammen,,5.174,,2001-2005
Maerkisch-Oderland,Getreide,Getreide insgesamt,,5.428,,2001-2005
Maerkisch-Oderland,Getreide,Getreide zur Ganzpflanzenernte,,,,2001-2005
Maerkisch-Oderland,Getreide,Getreide zusammen (ohne Koernermais und Corn-Cob-Mix),,5.35,,2001-2005
Maerkisch-Oderland,Getreide,Hafer,,3.632,,2001-2005
Maerkisch-Oderland,Getreide,Koernermais (einschl. Corn-Cob-Mix),,7.326,,2001-2005
Maerkisch-Oderland,Getreide,Roggen,,5.028,,2001-2005
Maerkisch-Oderland,Getreide,Roggen und Wintermenggetreide,,,,2001-2005
Maerkisch-Oderland,Getreide,Sommergerste,,3.72,,2001-2005
Maerkisch-Oderland,Getreide,Triticale,,4.898,,2001-2005
Maerkisch-Oderland,Getreide,Weizen zusammen,,5.758,,2001-2005
Maerkisch-Oderland,Getreide,Wintergerste,,5.472,,2001-2005
Maerkisch-Oderland,Getreide,Winterweizen einschl. Dinkel,,5.788,,2001-2005
Maerkisch-Oderland,Hackfruechte,Kartoffeln zusammen,,32.866,,2001-2005
Maerkisch-Oderland,Hackfruechte,mittelfruehe und spaete Kartoffeln,,33.294,,2001-2005
Maerkisch-Oderland,Hackfruechte,Zuckerrueben,,51.378,,2001-2005
Maerkisch-Oderland,Huelsenfruechte,Erbsen,,,,2001-2005
Maerkisch-Oderland,Huelsenfruechte,Lupinen,,,,2001-2005
Maerkisch-Oderland,Oelfruechte,Raps und Ruebsen zusammen,,,,2001-2005
Maerkisch-Oderland,Oelfruechte,Sonnenblumen,,,,2001-2005
Maerkisch-Oderland,Oelfruechte,Winterraps,,,,2001-2005
Oberhavel,"Futterpflanzen, Dauergruenland, Gruenernte",Feldgras/Grasanbau,,3.668,,2001-2005
Oberhavel,"Futterpflanzen, Dauergruenland, Gruenernte","Klee, Kleegras und Klee-Luzerne-Gemisch",,,,2001-2005
Oberhavel,"Futterpflanzen, Dauergruenland, Gruenernte",Leguminosen,,,,2001-2005
Oberhavel,"Futterpflanzen, Dauergruenland, Gruenernte","Luzerne, Luzernegras",,,,2001-2005
Oberhavel,"Futterpflanzen, Dauergruenland, Gruenernte",Silomais,,32.526,,2001-2005
Oberhavel,"Futterpflanzen, Dauergruenland, Gruenernte",Weiden,,5.252,,2001-2005
Oberhavel,"Futterpflanzen, Dauergruenland, Gruenernte",Wiesen,,5.932,,2001-2005
Oberhavel,"Futterpflanzen, Dauergruenland, Gruenernte",Wiesen und Maehweiden zusammen,,5.372,,2001-2005
Oberhavel,Getreide,Brotgetreide zusammen,,4.11,,2001-2005
Oberhavel,Getreide,Futter- und Industriegetreide,,3.97,,2001-2005
Oberhavel,Getreide,Gerste zusammen,,4.344,,2001-2005
Oberhavel,Getreide,Getreide insgesamt,,4.104,,2001-2005
Oberhavel,Getreide,Getreide zur Ganzpflanzenernte,,,,2001-2005
Oberhavel,Getreide,Getreide zusammen (ohne Koernermais und Corn-Cob-Mix),,4.042,,2001-2005
Oberhavel,Getreide,Hafer,,,,2001-2005
Oberhavel,Getreide,Koernermais (einschl. Corn-Cob-Mix),,6.882,,2001-2005
Oberhavel,Getreide,Roggen,,4.022,,2001-2005
Oberhavel,Getreide,Roggen und Wintermenggetreide,,,,2001-2005
Oberhavel,Getreide,Sommergerste,,,,2001-2005
Oberhavel,Getreide,Triticale,,4.04,,2001-2005
Oberhavel,Getreide,Weizen zusammen,,4.486,,2001-2005
Oberhavel,Getreide,Wintergerste,,4.568,,2001-2005
Oberhavel,Getreide,Winterweizen einschl. Dinkel,,4.506,,2001-2005
Oberhavel,Hackfruechte,Kartoffeln zusammen,,31.096,,2001-2005
Oberhavel,Hackfruechte,mittelfruehe und spaete Kartoffeln,,31.242,,2001-2005
Oberhavel,Hackfruechte,Zuckerrueben,,,,2001-2005
Oberhavel,Huelsenfruechte,Erbsen,,,,2001-2005
Oberhavel,Huelsenfruechte,Lupinen,,,,2001-2005
Oberhavel,Oelfruechte,Raps und Ruebsen zusammen,,,,2001-2005
Oberhavel,Oelfruechte,Sonnenblumen,,,,2001-2005
Oberhavel,Oelfruechte,Winterraps,,,,2001-2005
Oberspreewald-Lausitz,"Futterpflanzen, Dauergruenland, Gruenernte",Feldgras/Grasanbau,,5.388,,2001-2005
Oberspreewald-Lausitz,"Futterpflanzen, Dauergruenland, Gruenernte","Klee, Kleegras und Klee-Luzerne-Gemisch",,6.506,,2001-2005
Oberspreewald-Lausitz,"Futterpflanzen, Dauergruenland, Gruenernte",Leguminosen,,,,2001-2005
Oberspreewald-Lausitz,"Futterpflanzen, Dauergruenland, Gruenernte","Luzerne, Luzernegras",,,,2001-2005
Oberspreewald-Lausitz,"Futterpflanzen, Dauergruenland, Gruenernte",Silomais,,36.308,,2001-2005
Oberspreewald-Lausitz,"Futterpflanzen, Dauergruenland, Gruenernte",Weiden,,6.86,,2001-2005
Oberspreewald-Lausitz,"Futterpflanzen, Dauergruenland, Gruenernte",Wiesen,,6.302,,2001-2005
Oberspreewald-Lausitz,"Futterpflanzen, Dauergruenland, Gruenernte",Wiesen und Maehweiden zusammen,,6.66,,2001-2005
Oberspreewald-Lausitz,Getreide,Brotgetreide zusammen,,3.972,,2001-2005
Oberspreewald-Lausitz,Getreide,Futter- und Industriegetreide,,,,2001-2005
